"50747821"	"Jumaima"	"el-Diab"	"22"	"3849"	"0.43"	"5"
"30676851"	"Anthony"	"al-Younan"	"31"	"5740"	"0.576"	"8"
"42690767"	"Shakir"	"Williams"	"36"	"2566"	"0.753"	"3"
"69310209"	"Lindsey"	"Ontiveros"	"81"	"11527"	"0.815"	"2"
"8513597"	"Ray"	"el-Kassem"	"43"	"492"	"0.634"	"2"
"22543662"	"Christopher"	"Mazotti"	"16"	"10414"	"0.735"	"2"
"27453053"	"Abdul Quddoos"	"Stadjuhar"	"39"	"9313"	"0.165"	"3"
"27230507"	"Joseph"	"Page"	"46"	"7113"	"0.312"	"8"
"61582931"	"Desiree"	"Chaudhry"	"32"	"5974"	"0.602"	"1"
"42967153"	"Abdul Fattaah"	"Mathiesen"	"13"	"8249"	"0.411"	"5"
"65165567"	"Janala"	"Howe"	"53"	"8930"	"0.676"	"3"
"56773776"	"Naomi"	"Sasiratna"	"38"	"476"	"0.875"	"4"
"11350899"	"Nicholas"	"al-Ali"	"35"	"6713"	"0.301"	"2"
"59592531"	"Danielle"	"el-Usman"	"26"	"12466"	"0.48"	"2"
"35804998"	"Devon"	"Villani"	"67"	"5079"	"0.911"	"1"
"42880942"	"Maazin"	"el-Nagi"	"71"	"11473"	"0.609"	"7"
"5190333"	"James"	"Stevens"	"78"	"8050"	"0.66"	"2"
"26417767"	"Mario"	"al-Sadiq"	"38"	"5110"	"0.422"	"2"
"39879074"	"Jasiel"	"Ray"	"38"	"1840"	"0.862"	"6"
"83613415"	"Anndriana"	"Mireles"	"35"	"1845"	"0.417"	"8"
"86472123"	"Faye"	"el-Can"	"80"	"2835"	"0.601"	"6"
"61535242"	"Veronica"	"Vaughn"	"19"	"4828"	"0.971"	"7"
"77510990"	"Kathryn"	"al-Badour"	"15"	"7359"	"0.368"	"7"
"35556870"	"Taaha"	"Byer"	"16"	"1563"	"0.827"	"3"
"40584998"	"Tyler"	"el-Odeh"	"42"	"5223"	"0.153"	"6"
"70664692"	"Fawqiyya"	"Martinez"	"36"	"8286"	"0.5"	"5"
"83828767"	"Raabia"	"el-Shaheed"	"2"	"1850"	"0.641"	"8"
"23958914"	"Angel"	"el-Rad"	"19"	"10488"	"0.673"	"7"
"77077154"	"Shyloah"	"el-Akram"	"42"	"16003"	"0.693"	"5"
"35589775"	"Mitchell"	"Arellano"	"34"	"1027"	"0.123"	"6"
"53559704"	"Andrea"	"Maxwell"	"27"	"1788"	"0.742"	"5"
"9308813"	"Matthew"	"Espinoza"	"31"	"2161"	"0.456"	"4"
"16980305"	"Phoenix"	"al-Jaffer"	"28"	"6403"	"0.486"	"2"
"89983246"	"Victoria"	"Nunez"	"49"	"3518"	"0.389"	"7"
"42263761"	"Joshua"	"Jimenez"	"62"	"6156"	"0.361"	"4"
"74774647"	"Muneefa"	"Sushinski"	"24"	"2532"	"0.532"	"1"
"82265258"	"Douglas"	"Jackson"	"53"	"4075"	"0.506"	"6"
"95465365"	"Shukriyya"	"Hill"	"96"	"4764"	"0.379"	"3"
"68544451"	"Theralynn"	"Lucero"	"63"	"6389"	"0.742"	"5"
"50050323"	"Julia"	"Penner"	"37"	"1496"	"0.581"	"5"
"27548387"	"Peter"	"Martel"	"47"	"1553"	"0.535"	"4"
"22890395"	"Richard"	"Mangan"	"33"	"4141"	"0.362"	"7"
"1443391"	"Clint"	"Montgomery"	"25"	"6519"	"0.139"	"2"
"72896457"	"Miska"	"Baca"	"33"	"2885"	"0.34"	"6"
"24988048"	"Patrick"	"Hawkins"	"85"	"4711"	"0.647"	"7"
"16118328"	"Abdus Salam"	"Morford"	"64"	"4730"	"0.669"	"8"
"1704266"	"Talon"	"Garcia"	"81"	"308"	"0.601"	"8"
"48610035"	"Martin"	"Ballard"	"3"	"4606"	"0.545"	"5"
"10290018"	"Ricky"	"el-Yamin"	"54"	"4199"	"0.762"	"5"
"80154701"	"Kyla"	"Ruth"	"48"	"5991"	"0.314"	"2"
"35432807"	"Christopher"	"Vu"	"17"	"3383"	"0.122"	"2"
"93643254"	"Kathryn"	"Contreras"	"51"	"1645"	"0.135"	"1"
"24586640"	"Hunter"	"Kim"	"22"	"311"	"0.386"	"5"
"47314147"	"Nicholas"	"Wolfchief"	"82"	"10626"	"0.777"	"2"
"19156088"	"Mutammam"	"Neal"	"43"	"194"	"0.56"	"5"
"58322197"	"Eunmi"	"Shepard"	"37"	"12707"	"0.881"	"1"
"45947319"	"Joshua"	"Mcgowan"	"31"	"1803"	"0.497"	"7"
"46743405"	"Austin"	"Willoughby"	"60"	"10"	"0.398"	"3"
"39983256"	"Joshua"	"al-Kamel"	"15"	"5420"	"0.164"	"1"
"50528560"	"Jana"	"Reese"	"38"	"5133"	"0.551"	"5"
"3188816"	"Bryan"	"Wong"	"64"	"474"	"0.611"	"8"
"11446759"	"Rushdi"	"Welker"	"26"	"1776"	"0.25"	"1"
"46893548"	"Li"	"Shepherd-Hall"	"20"	"6361"	"0.699"	"8"
"39698674"	"Jacob"	"Avila"	"58"	"7019"	"0.173"	"2"
"83361920"	"Kabeera"	"Archuleta"	"44"	"4787"	"0.217"	"8"
"76112175"	"Aeia"	"Vigil"	"29"	"10364"	"0.89"	"4"
"57335645"	"Alexis"	"el-Farooqui"	"58"	"175"	"0.364"	"3"
"44750805"	"Lemich"	"Medina"	"60"	"1174"	"0.005"	"1"
"8380201"	"Isaiah"	"Flores"	"33"	"3999"	"0.548"	"1"
"21913855"	"Adrian"	"Barton"	"30"	"8633"	"0.544"	"4"
"7557030"	"Louis"	"Johnson"	"17"	"381"	"0.457"	"7"
"53442679"	"Kelia"	"Deceus"	"68"	"13649"	"0.19"	"8"
"64135658"	"Jacqueline"	"Ornes"	"30"	"13644"	"0.595"	"6"
"52573932"	"Rebecca"	"Hopkins"	"46"	"2141"	"0.591"	"4"
"3928139"	"Shaquille"	"al-Nour"	"52"	"3025"	"0.802"	"1"
"54585984"	"Deirdre"	"al-Moussa"	"27"	"2202"	"0.316"	"4"
"37276310"	"Joseph"	"Rathke"	"34"	"3560"	"0.62"	"2"
"96130242"	"Monica"	"Ortega"	"15"	"6983"	"0.391"	"1"
"25734157"	"Dylan"	"Lickey"	"66"	"1810"	"0.741"	"7"
"20795169"	"Takuto"	"al-Turay"	"23"	"3559"	"0.627"	"7"
"86138244"	"Anjellica"	"Rodriguez"	"10"	"3729"	"0.715"	"8"
"46439199"	"Soham"	"Jones"	"31"	"2219"	"0.945"	"6"
"22286744"	"Bakar"	"Martinez"	"62"	"3518"	"0.664"	"3"
"62354961"	"Kinsey"	"al-Assad"	"68"	"1040"	"0.578"	"2"
"20364771"	"Asad"	"Jones"	"36"	"485"	"0.106"	"5"
"1967342"	"Grant"	"Eurich"	"53"	"7677"	"0.676"	"2"
"79799301"	"Kelly"	"Martinez"	"12"	"4896"	"0.505"	"2"
"27431890"	"Dylan"	"Vovan"	"33"	"5147"	"0.403"	"5"
"16660911"	"Devon"	"Bernal"	"96"	"2171"	"0.76"	"3"
"17015172"	"Jerod"	"Krosley"	"17"	"364"	"0.113"	"4"
"48850594"	"Jacob"	"Ruiz"	"49"	"9160"	"0.774"	"5"
"71140908"	"Ohitike"	"Tow"	"28"	"16502"	"0.513"	"4"
"59193493"	"Mercedes"	"Sharkey"	"5"	"7319"	"0.723"	"2"
"51715688"	"Haamida"	"al-Kabir"	"48"	"6550"	"0.391"	"8"
"38162769"	"Jaarallah"	"Gosnell"	"76"	"5898"	"0.532"	"6"
"83477833"	"Mahfoodha"	"Cardenas"	"28"	"9667"	"0.722"	"5"
"24900806"	"Quaton"	"Cisneros-Manuel"	"48"	"7627"	"0.416"	"4"
"54060103"	"Brooke"	"Quinonez"	"10"	"7022"	"0.603"	"3"
"74383941"	"Jaitaya"	"Sipes"	"86"	"6070"	"0.521"	"1"
"3001186"	"Gabriel"	"Stangoni"	"25"	"5900"	"0.474"	"7"
"34434351"	"Emmanuel"	"al-Ozer"	"48"	"3266"	"0.485"	"8"
"6132256"	"Huseen"	"Meredith"	"37"	"7302"	"0.466"	"6"
"36897981"	"Marcus"	"Martinez Trujillo"	"59"	"2101"	"0.209"	"6"
"40759357"	"Aaron"	"Armbruster"	"6"	"2032"	"0.697"	"4"
"91433676"	"Khaalida"	"al-Qasim"	"39"	"3541"	"0.45"	"5"
"88870525"	"Montana"	"Torres"	"30"	"5966"	"0.748"	"4"
"98373218"	"Sitaara"	"Surghani"	"37"	"9573"	"0.79"	"7"
"47719528"	"Dakota"	"Ingram"	"71"	"5696"	"0.947"	"1"
"69350824"	"Nawwaara"	"al-Jamail"	"54"	"3131"	"0.428"	"1"
"42574647"	"August"	"Mendez"	"49"	"6912"	"0.255"	"6"
"78416654"	"Lexus"	"Ly"	"32"	"8454"	"0.575"	"3"
"84269599"	"Danielle"	"Martinez"	"42"	"3982"	"0.383"	"4"
"18347215"	"Dylan"	"al-Badour"	"27"	"6959"	"0.59"	"3"
